day,symbol,side,entry_time,exit_time,entry_price,exit_price,volume,pnl,pnl_pct,reason
2026-01-19,300780.SZSE,sell,2026-01-16 14:15:00,2026-01-19 09:35:00,24.02,22.94,390,-445.42,-0.04496,止损
2026-01-19,000066.SZSE,sell,2026-01-16 14:40:00,2026-01-19 09:35:00,173.2886,167.244,57,-369.67,-0.03488,止损
2026-01-19,600487.SSE,sell,2026-01-16 13:41:00,2026-01-19 14:01:00,248.0504,260.1086,32,363.62,0.04861,模型转空
2026-01-19,300606.SZSE,sell,2026-01-16 14:30:00,2026-01-19 14:16:00,47.695,48.01,194,37.14,0.0066,模型转空
2026-01-20,300970.SZSE,sell,2026-01-19 09:35:00,2026-01-20 09:35:00,48.52,47.0,183,-302.65,-0.03133,止损
2026-01-20,002258.SZSE,sell,2026-01-19 14:01:00,2026-01-20 13:19:00,95.356,96.8247,101,123.7,0.0154,模型转空
2026-01-20,002012.SZSE,sell,2026-01-19 09:35:00,2026-01-20 13:40:00,31.2198,31.9974,310,216.83,0.02491,模型转空
2026-01-20,000534.SZSE,sell,2026-01-19 14:23:00,2026-01-20 13:43:00,87.3425,86.8208,86,-66.43,-0.00597,模型转空
2026-01-20,600312.SSE,sell,2026-01-19 09:35:00,2026-01-20 14:50:00,132.6546,138.2874,66,348.76,0.04246,尾盘平仓
2026-01-21,000933.SZSE,sell,2026-01-20 09:35:00,2026-01-21 09:35:00,411.9929,395.4119,22,-396.0,-0.04025,止损
2026-01-21,002810.SZSE,sell,2026-01-20 13:41:00,2026-01-21 13:40:00,61.0698,60.5475,143,-98.32,-0.00855,模型转空
2026-01-21,000426.SZSE,sell,2026-01-20 13:20:00,2026-01-21 14:50:00,1367.9045,1435.8346,3,238.31,0.04966,尾盘平仓
2026-01-21,002809.SZSE,sell,2026-01-20 13:56:00,2026-01-21 14:50:00,33.7605,36.846,274,822.84,0.09139,尾盘平仓
